timestamp,frame,track_id,class,priority,x1,y1,x2,y2,conf,target_cx,target_cy,err_x,err_y,rc_yaw,rc_throttle,conf_threshold,thermal_throttle,sahi_mode,ram_pct,gpu_temp,cpu_temp,power_mw,latency_ms,fps,target_lost
1783525962.9033802,606,21,person,0,562,35,683,360,0.806,622,197,-18,-163,1503,1569,0.35,0,0,37.6,47.656,47.218,6407,19.59,51.0,0
1783525962.9544978,607,21,person,0,557,31,679,363,0.818,618,197,-22,-163,1503,1567,0.35,0,0,37.6,47.656,47.218,6407,19.63,50.9,0
1783525963.0055575,608,21,person,0,555,28,676,361,0.808,615,194,-25,-166,1503,1571,0.35,0,0,37.6,47.656,47.218,6407,19.67,50.8,0
1783525963.05581,609,21,person,0,554,26,674,360,0.8,614,193,-26,-167,1503,1569,0.35,0,0,37.6,47.656,47.218,6407,19.91,50.2,0
1783525963.1063862,610,21,person,0,552,24,671,361,0.756,611,192,-29,-168,1503,1570,0.35,0,0,37.6,47.656,47.218,6407,19.41,51.5,0
1783525963.157699,611,21,person,0,543,21,664,361,0.772,603,191,-37,-169,1503,1570,0.35,0,0,37.6,47.656,47.218,6407,19.88,50.3,0
1783525963.2084646,612,21,person,0,535,19,657,363,0.815,596,191,-44,-169,1407,1569,0.35,0,0,37.6,47.656,47.218,6407,20.02,50.0,0
1783525963.259704,613,21,person,0,535,20,657,364,0.831,596,192,-44,-168,1476,1568,0.35,0,0,37.6,47.656,47.218,6407,20.04,49.9,0
1783525963.3038769,614,21,person,0,534,17,656,364,0.838,595,190,-45,-170,1473,1572,0.35,0,0,37.6,47.656,47.218,6407,19.28,51.9,0
1783525963.3565748,615,21,person,0,527,13,651,368,0.827,589,190,-51,-170,1463,1570,0.35,0,0,37.6,47.656,47.218,6407,20.6,48.5,0
1783525963.4082468,616,21,person,0,523,11,648,366,0.817,585,188,-55,-172,1463,1572,0.35,0,0,37.6,47.468,47.437,6407,19.35,51.7,0
1783525963.4595819,617,19,person,0,674,109,751,284,0.615,712,196,72,-164,1700,1559,0.35,0,0,37.6,47.468,47.437,6407,20.12,49.7,0
1783525963.510683,618,19,person,0,672,110,748,283,0.659,710,196,70,-164,1541,1567,0.35,0,0,37.6,47.468,47.437,6407,19.55,51.1,0
1783525963.5614386,619,19,person,0,669,109,744,283,0.415,706,196,66,-164,1536,1567,0.35,0,0,37.6,47.468,47.437,6407,19.88,50.3,0
1783525963.6104748,620,21,person,0,518,1,644,376,0.865,581,188,-59,-172,1300,1578,0.35,0,0,37.6,47.468,47.437,6407,19.46,51.4,0
1783525963.6604955,621,21,person,0,517,1,644,381,0.86,580,191,-60,-169,1465,1566,0.35,0,0,37.6,47.468,47.437,6407,19.71,50.7,0
1783525963.7110014,622,19,person,0,657,99,735,285,0.599,696,192,56,-168,1700,1568,0.35,0,0,37.6,47.468,47.437,6407,19.6,51.0,0
1783525963.7620592,623,21,person,0,518,0,647,389,0.86,582,194,-58,-166,1300,1566,0.35,0,0,37.6,47.468,47.437,6407,19.77,50.6,0
1783525963.8125086,624,21,person,0,520,0,650,392,0.854,585,196,-55,-164,1474,1565,0.35,0,0,37.6,47.468,47.437,6407,19.44,51.4,0
1783525963.8636758,625,21,person,0,522,0,653,393,0.854,587,196,-53,-164,1473,1567,0.35,0,0,37.6,47.468,47.437,6407,19.86,50.4,0
1783525963.9083598,626,21,person,0,524,0,656,393,0.874,590,196,-50,-164,1477,1567,0.35,0,0,37.6,47.656,47.437,6407,19.37,51.6,0
1783525963.9610271,627,21,person,0,522,0,656,393,0.882,589,196,-51,-164,1470,1567,0.35,0,0,37.6,47.656,47.437,6407,20.77,48.2,0
1783525964.0119631,628,21,person,0,524,0,659,394,0.885,591,197,-49,-163,1476,1566,0.35,0,0,37.6,47.656,47.437,6407,19.29,51.8,0
1783525964.0627825,629,21,person,0,523,0,660,393,0.877,591,196,-49,-164,1472,1568,0.35,0,0,37.6,47.656,47.437,6407,19.76,50.6,0
1783525964.1183484,630,21,person,0,524,1,663,394,0.873,593,197,-47,-163,1476,1566,0.35,0,0,37.6,47.656,47.437,6407,24.48,40.9,0
1783525964.1697123,631,21,person,0,526,1,666,396,0.872,596,198,-44,-162,1480,1565,0.35,0,0,37.6,47.656,47.437,6407,19.67,50.8,0
1783525964.220482,632,21,person,0,532,0,675,400,0.813,603,200,-37,-160,1571,1564,0.35,0,0,37.6,47.656,47.437,6407,19.65,50.9,0
1783525964.2710304,633,21,person,0,539,0,685,404,0.87,612,202,-28,-158,1502,1563,0.35,0,0,37.6,47.656,47.437,6407,19.24,52.0,0
1783525964.3212688,634,21,person,0,544,1,695,414,0.87,619,207,-21,-153,1502,1558,0.35,0,0,37.6,47.656,47.437,6407,19.52,51.2,0
1783525964.3712862,635,21,person,0,549,1,703,420,0.896,626,210,-14,-150,1502,1559,0.35,0,0,37.6,47.656,47.437,6407,19.69,50.8,0
1783525964.4212086,636,21,person,0,557,2,711,419,0.899,634,210,-6,-150,1502,1562,0.35,0,0,37.6,47.531,47.531,6407,19.59,51.1,0
1783525964.4711692,637,21,person,0,561,1,717,421,0.893,639,211,-1,-149,1502,1560,0.35,0,0,37.6,47.531,47.531,6407,19.0,52.6,0
1783525964.5142286,638,21,person,0,568,2,723,420,0.873,645,211,5,-149,1502,1561,0.35,0,0,37.6,47.531,47.531,6407,19.6,51.0,0
1783525964.5657084,639,21,person,0,574,2,728,419,0.851,651,210,11,-150,1502,1562,0.35,0,0,37.6,47.531,47.531,6407,19.35,51.7,0
1783525964.6163743,640,21,person,0,584,3,737,419,0.865,660,211,20,-149,1502,1560,0.35,0,0,37.6,47.531,47.531,6407,19.45,51.4,0
1783525964.6683042,641,21,person,0,588,3,741,420,0.875,664,211,24,-149,1502,1561,0.35,0,0,37.6,47.531,47.531,6407,19.46,51.4,0
1783525964.7191215,642,21,person,0,593,2,746,421,0.816,669,211,29,-149,1502,1561,0.35,0,0,37.6,47.531,47.531,6407,19.59,51.1,0
1783525964.7713661,643,19,person,0,572,77,706,408,0.555,639,242,-1,-118,1502,1519,0.35,0,0,37.6,47.531,47.531,6407,19.39,51.6,0
1783525964.823946,644,19,person,0,568,74,696,410,0.569,632,242,-8,-118,1502,1549,0.35,0,0,37.6,47.531,47.531,6407,19.75,50.6,0
1783525964.8772092,645,19,person,0,572,70,686,373,0.808,629,221,-11,-139,1502,1577,0.35,0,0,37.6,47.531,47.531,6407,19.72,50.7,0
1783525964.9312558,646,19,person,0,573,66,681,356,0.849,627,211,-13,-149,1502,1570,0.35,0,0,37.6,47.437,47.562,6407,19.6,51.0,0
1783525964.9844823,647,19,person,0,571,61,679,356,0.854,625,208,-15,-152,1502,1565,0.35,0,0,37.6,47.437,47.562,6407,20.02,50.0,0
1783525965.0382142,648,19,person,0,569,58,678,356,0.845,623,207,-17,-153,1502,1564,0.35,0,0,37.6,47.437,47.562,6407,19.66,50.9,0
1783525965.0902612,649,19,person,0,566,56,676,358,0.83,621,207,-19,-153,1502,1563,0.35,0,0,37.6,47.437,47.562,6407,19.74,50.7,0
1783525965.1351237,650,19,person,0,563,55,673,359,0.82,618,207,-22,-153,1502,1563,0.35,0,0,37.6,47.437,47.562,6407,19.52,51.2,0
1783525965.1882463,651,19,person,0,553,54,664,362,0.85,608,208,-32,-152,1502,1561,0.35,0,0,37.6,47.437,47.562,6407,19.7,50.8,0
1783525965.241467,652,19,person,0,553,53,663,360,0.823,608,206,-32,-154,1502,1565,0.35,0,0,37.6,47.437,47.562,6407,19.23,52.0,0
1783525965.2943044,653,19,person,0,553,53,662,358,0.829,607,205,-33,-155,1502,1564,0.35,0,0,37.6,47.437,47.562,6407,19.75,50.6,0
1783525965.34625,654,19,person,0,544,50,657,364,0.884,600,207,-40,-153,1502,1561,0.35,0,0,37.6,47.437,47.562,6407,19.54,51.2,0
1783525965.3993049,655,19,person,0,539,47,653,366,0.886,596,206,-44,-154,1409,1564,0.35,0,0,37.6,47.437,47.562,6407,19.57,51.1,0
1783525965.4512208,656,19,person,0,534,41,649,367,0.875,591,204,-49,-156,1464,1566,0.35,0,0,37.6,47.468,47.468,6328,19.42,51.5,0
1783525965.50391,657,19,person,0,530,38,646,367,0.876,588,202,-52,-158,1466,1567,0.35,0,0,37.6,47.468,47.468,6328,19.35,51.7,0
1783525965.5554526,658,19,person,0,526,34,644,369,0.862,585,201,-55,-159,1464,1566,0.35,0,0,37.6,47.468,47.468,6328,19.53,51.2,0
1783525965.6067848,659,19,person,0,521,31,642,373,0.864,581,202,-59,-158,1460,1564,0.35,0,0,37.6,47.468,47.468,6328,19.25,51.9,0
1783525965.663326,660,19,person,0,518,26,640,375,0.863,579,200,-61,-160,1462,1567,0.35,0,0,37.6,47.468,47.468,6328,24.67,40.5,0
1783525965.7141974,661,19,person,0,515,23,638,379,0.855,576,201,-64,-159,1458,1564,0.35,0,0,37.6,47.468,47.468,6328,19.37,51.6,0
1783525965.7588246,662,19,person,0,515,22,637,382,0.859,576,202,-64,-158,1463,1564,0.35,0,0,37.6,47.468,47.468,6328,21.1,47.4,0
1783525965.8098505,663,19,person,0,510,21,633,385,0.884,571,203,-69,-157,1452,1563,0.35,0,0,37.6,47.468,47.468,6328,19.27,51.9,0
1783525965.8622816,664,19,person,0,508,20,631,387,0.876,569,203,-71,-157,1455,1564,0.35,0,0,37.6,47.468,47.468,6328,19.52,51.2,0
1783525965.9129038,665,19,person,0,504,17,628,385,0.894,566,201,-74,-159,1452,1567,0.35,0,0,37.6,47.406,47.187,6407,19.45,51.4,0
1783525965.963693,666,19,person,0,503,17,626,384,0.873,564,200,-76,-160,1452,1566,0.35,0,0,37.6,47.406,47.187,6407,19.15,52.2,0
1783525966.014023,667,19,person,0,500,14,625,385,0.883,562,199,-78,-161,1450,1567,0.35,0,0,37.6,47.406,47.187,6407,19.57,51.1,0
1783525966.0651195,668,19,person,0,499,12,625,384,0.867,562,198,-78,-162,1453,1567,0.35,0,0,37.6,47.406,47.187,6407,19.3,51.8,0
1783525966.1153352,669,19,person,0,496,5,625,383,0.881,560,194,-80,-166,1449,1572,0.35,0,0,37.6,47.406,47.187,6407,19.31,51.8,0
1783525966.1669672,670,19,person,0,495,2,626,384,0.863,560,193,-80,-167,1452,1569,0.35,0,0,37.6,47.406,47.187,6407,19.34,51.7,0
1783525966.2177784,671,19,person,0,493,0,626,386,0.879,559,193,-81,-167,1450,1568,0.35,0,0,37.6,47.406,47.187,6407,19.49,51.3,0
1783525966.268678,672,19,person,0,492,0,628,389,0.883,560,194,-80,-166,1453,1567,0.35,0,0,37.6,47.406,47.187,6407,19.42,51.5,0
1783525966.319114,673,19,person,0,493,0,631,396,0.892,562,198,-78,-162,1456,1562,0.35,0,0,37.6,47.406,47.187,6407,19.52,51.2,0
1783525966.3640382,674,19,person,0,494,0,633,400,0.893,563,200,-77,-160,1455,1563,0.35,0,0,37.6,47.406,47.187,6407,21.05,47.5,0
1783525966.4147906,675,19,person,0,493,0,635,405,0.899,564,202,-76,-158,1455,1563,0.35,0,0,37.6,47.343,47.531,6367,19.43,51.5,0
1783525966.466271,676,19,person,0,493,0,635,407,0.909,564,203,-76,-157,1454,1563,0.35,0,0,37.6,47.343,47.531,6367,19.52,51.2,0
1783525966.5159574,677,19,person,0,494,0,636,407,0.904,565,203,-75,-157,1456,1564,0.35,0,0,37.6,47.343,47.531,6367,19.18,52.1,0
1783525966.5670114,678,19,person,0,495,0,638,406,0.912,566,203,-74,-157,1456,1564,0.35,0,0,37.6,47.343,47.531,6367,19.66,50.9,0
1783525966.6175766,679,19,person,0,498,1,641,407,0.917,569,204,-71,-156,1461,1563,0.35,0,0,37.6,47.343,47.531,6367,19.45,51.4,0
1783525966.6690612,680,19,person,0,499,1,643,410,0.921,571,205,-69,-155,1461,1563,0.35,0,0,37.6,47.343,47.531,6367,19.52,51.2,0
1783525966.719329,681,19,person,0,510,1,654,411,0.878,582,206,-58,-154,1482,1562,0.35,0,0,37.6,47.343,47.531,6367,19.34,51.7,0
1783525966.7707417,682,19,person,0,518,1,666,415,0.873,592,208,-48,-152,1486,1560,0.35,0,0,37.6,47.343,47.531,6367,19.17,52.2,0
1783525966.8218133,683,19,person,0,528,0,682,420,0.873,605,210,-35,-150,1574,1560,0.35,0,0,37.6,47.343,47.531,6367,19.66,50.9,0
1783525966.872767,684,19,person,0,530,0,689,423,0.871,609,211,-31,-149,1499,1560,0.35,0,0,37.6,47.343,47.531,6367,19.14,52.2,0
1783525966.9231055,685,19,person,0,527,0,690,426,0.875,608,213,-32,-147,1499,1558,0.35,0,0,37.6,47.625,47.5,6367,19.85,50.4,0
1783525966.9667456,686,19,person,0,528,0,693,427,0.836,610,213,-30,-147,1499,1560,0.35,0,0,37.6,47.625,47.5,6367,19.51,51.3,0
1783525967.017722,687,19,person,0,537,0,703,427,0.869,620,213,-20,-147,1499,1560,0.35,0,0,37.6,47.625,47.5,6367,19.2,52.1,0
1783525967.0701253,688,19,person,0,547,0,713,428,0.873,630,214,-10,-146,1499,1559,0.35,0,0,37.6,47.625,47.5,6367,19.25,51.9,0
1783525967.1221123,689,19,person,0,568,1,732,428,0.834,650,214,10,-146,1499,1560,0.35,0,0,37.6,47.625,47.5,6367,19.89,50.3,0
1783525967.180899,690,19,person,0,595,2,758,430,0.857,676,216,36,-144,1499,1557,0.35,0,0,37.6,47.625,47.5,6367,24.6,40.7,0
1783525967.2337747,691,19,person,0,609,3,772,433,0.814,690,218,50,-142,1604,1556,0.35,0,0,37.6,47.625,47.5,6367,19.18,52.1,0
1783525967.2856646,692,19,person,0,623,3,787,434,0.878,705,218,65,-142,1561,1558,0.35,0,0,37.6,47.625,47.5,6367,19.36,51.7,0
1783525967.3379078,693,19,person,0,633,2,798,432,0.882,715,217,75,-143,1559,1560,0.35,0,0,37.6,47.625,47.5,6367,19.07,52.4,0
1783525967.3891833,694,19,person,0,642,2,811,431,0.864,726,216,86,-144,1568,1560,0.35,0,0,37.6,47.625,47.5,6367,19.51,51.3,0
1783525967.4407184,695,19,person,0,642,1,815,431,0.862,728,216,88,-144,1555,1559,0.35,0,0,37.6,47.343,47.437,6367,19.23,52.0,0
1783525967.4919393,696,19,person,0,642,1,820,432,0.895,731,216,91,-144,1559,1559,0.35,0,0,37.6,47.343,47.437,6367,19.9,50.3,0
1783525967.545416,697,19,person,0,646,2,829,429,0.875,737,215,97,-145,1567,1560,0.35,0,0,37.6,47.343,47.437,6367,22.71,44.0,0
1783525967.5888264,698,19,person,0,680,3,860,429,0.847,770,216,130,-144,1639,1558,0.35,0,0,37.6,47.343,47.437,6367,19.7,50.8,0
1783525967.640454,699,19,person,0,701,2,878,430,0.874,789,216,149,-144,1619,1559,0.35,0,0,37.6,47.343,47.437,6367,19.3,51.8,0
1783525967.69202,700,19,person,0,716,3,891,431,0.89,803,217,163,-143,1620,1558,0.35,0,0,37.6,47.343,47.437,6367,19.33,51.7,0
1783525967.7430189,701,19,person,0,727,3,901,427,0.892,814,215,174,-145,1622,1561,0.35,0,0,37.6,47.343,47.437,6367,19.29,51.8,0
1783525967.7946086,702,19,person,0,733,3,907,427,0.9,820,215,180,-145,1618,1560,0.35,0,0,37.6,47.343,47.437,6367,19.63,50.9,0
1783525967.8431706,703,19,person,0,737,5,911,427,0.896,824,216,184,-144,1618,1558,0.35,0,0,37.6,47.343,47.437,6367,19.0,52.6,0
1783525967.8936422,704,19,person,0,741,9,915,425,0.912,828,217,188,-143,1621,1558,0.35,0,0,37.6,47.343,47.437,6367,19.34,51.7,0
1783525967.941892,705,19,person,0,748,13,921,424,0.883,834,218,194,-142,1628,1557,0.35,0,0,37.6,47.656,47.25,6367,18.9,52.9,0
1783525967.9911377,706,19,person,0,754,15,927,424,0.908,840,219,200,-141,1632,1557,0.35,0,0,37.6,47.656,47.25,6367,19.43,51.5,0
1783525968.039563,707,19,person,0,763,15,932,418,0.89,847,216,207,-144,1638,1562,0.35,0,0,37.6,47.656,47.25,6367,19.08,52.4,0
1783525968.0890415,708,19,person,0,773,16,937,411,0.881,855,213,215,-147,1644,1563,0.35,0,0,37.6,47.656,47.25,6367,19.53,51.2,0
1783525968.1373956,709,19,person,0,778,16,940,409,0.884,859,212,219,-148,1641,1562,0.35,0,0,37.6,47.656,47.25,6367,19.08,52.4,0
1783525968.179157,710,19,person,0,784,16,943,408,0.873,863,212,223,-148,1644,1561,0.35,0,0,37.6,47.656,47.25,6367,19.02,52.6,0
1783525968.228899,711,19,person,0,788,19,945,408,0.872,866,213,226,-147,1643,1559,0.35,0,0,37.6,47.656,47.25,6367,19.07,52.4,0
1783525968.277852,712,19,person,0,802,24,954,408,0.869,878,216,238,-144,1665,1556,0.35,0,0,37.6,47.656,47.25,6367,19.22,52.0,0
1783525968.3275,713,19,person,0,806,20,957,408,0.875,881,214,241,-146,1652,1562,0.35,0,0,37.6,47.656,47.25,6367,19.24,52.0,0
1783525968.3757145,714,19,person,0,812,29,957,407,0.856,884,218,244,-142,1654,1554,0.35,0,0,37.6,47.656,47.25,6367,18.91,52.9,0
1783525968.4249635,715,19,person,0,815,31,959,407,0.832,887,219,247,-141,1656,1557,0.35,0,0,37.6,47.656,47.25,6367,19.46,51.4,0
1783525968.4736745,716,19,person,0,825,39,965,406,0.846,895,222,255,-138,1669,1554,0.35,0,0,37.6,47.5,47.656,6367,19.06,52.5,0
1783525968.5231917,717,19,person,0,829,42,969,405,0.87,899,223,259,-137,1664,1555,0.35,0,0,37.6,47.5,47.656,6367,19.72,50.7,0
1783525968.5708826,718,19,person,0,832,41,971,403,0.844,901,222,261,-138,1662,1558,0.35,0,0,37.6,47.5,47.656,6367,18.86,53.0,0
1783525968.6189594,719,19,person,0,841,43,978,400,0.884,909,221,269,-139,1677,1558,0.35,0,0,37.6,47.5,47.656,6367,19.6,51.0,0
1783525968.6759262,720,29,person,0,784,111,872,352,0.5,828,231,188,-129,1502,1544,0.35,0,0,37.6,47.5,47.656,6367,26.19,38.2,0
1783525968.726694,721,29,person,0,787,114,875,353,0.416,831,233,191,-127,1622,1550,0.35,0,0,37.6,47.5,47.656,6367,19.92,50.2,0
1783525968.7688963,722,19,person,0,861,49,994,402,0.877,927,225,287,-135,1700,1565,0.35,0,0,37.6,47.5,47.656,6367,18.99,52.7,0
1783525968.820543,723,29,person,0,787,119,876,359,0.423,831,239,191,-121,1468,1536,0.35,0,0,37.6,47.5,47.656,6367,19.58,51.1,0
1783525968.8715587,724,19,person,0,864,57,995,402,0.857,929,229,289,-131,1700,1564,0.35,0,0,37.6,47.5,47.656,6367,19.17,52.2,0
1783525968.920708,725,19,person,0,861,61,992,402,0.879,926,231,286,-129,1669,1551,0.35,0,0,37.6,47.5,47.656,6367,19.04,52.5,0
1783525968.969758,726,19,person,0,860,63,991,402,0.875,925,232,285,-128,1672,1552,0.35,0,0,37.6,47.687,47.593,6446,18.79,53.2,0
1783525969.017681,727,19,person,0,865,64,994,399,0.863,929,231,289,-129,1683,1554,0.35,0,0,37.6,47.687,47.593,6446,19.11,52.3,0
1783525969.0656867,728,19,person,0,867,65,995,400,0.867,931,232,291,-128,1680,1552,0.35,0,0,37.6,47.687,47.593,6446,18.75,53.3,0
1783525969.1135597,729,19,person,0,870,67,995,396,0.852,932,231,292,-129,1679,1554,0.35,0,0,37.6,47.687,47.593,6446,18.91,52.9,0
1783525969.1614168,730,19,person,0,874,68,996,390,0.852,935,229,295,-131,1685,1556,0.35,0,0,37.6,47.687,47.593,6446,18.93,52.8,0
1783525969.208989,731,19,person,0,876,71,995,387,0.859,935,229,295,-131,1680,1554,0.35,0,0,37.6,47.687,47.593,6446,18.85,53.0,0
1783525969.2565084,732,19,person,0,877,71,995,387,0.872,936,229,296,-131,1682,1554,0.35,0,0,37.6,47.687,47.593,6446,18.95,52.8,0
1783525969.3034363,733,19,person,0,878,72,994,386,0.867,936,229,296,-131,1680,1554,0.35,0,0,37.6,47.687,47.593,6446,18.81,53.2,0
1783525969.3488355,734,19,person,0,878,75,992,385,0.849,935,230,295,-130,1678,1552,0.35,0,0,37.6,47.687,47.593,6446,22.39,44.7,0
1783525969.3993168,735,30,person,0,750,121,851,285,0.593,800,203,160,-157,1385,1591,0.35,0,0,37.6,47.687,47.593,6446,19.47,51.4,0
1783525969.4499755,736,30,person,0,733,120,863,335,0.412,798,227,158,-133,1594,1531,0.35,0,0,37.6,47.562,47.5,6407,19.29,51.8,0
1783525969.5001702,737,30,person,0,727,121,869,358,0.521,798,239,158,-121,1597,1538,0.35,0,0,37.6,47.562,47.5,6407,19.22,52.0,0
1783525969.5495303,738,19,person,0,884,84,993,381,0.858,938,232,298,-128,1700,1560,0.35,0,0,37.6,47.562,47.5,6407,19.5,51.3,0
1783525969.5993295,739,30,person,0,720,128,854,355,0.516,787,241,147,-119,1348,1540,0.35,0,0,37.6,47.562,47.5,6407,19.3,51.8,0
1783525969.6494796,740,30,person,0,727,128,834,312,0.63,780,220,140,-140,1575,1578,0.35,0,0,37.6,47.562,47.5,6407,19.4,51.5,0
1783525969.6989973,741,30,person,0,714,127,838,347,0.599,776,237,136,-123,1578,1534,0.35,0,0,37.6,47.562,47.5,6407,19.2,52.1,0
1783525969.748704,742,30,person,0,719,128,819,307,0.593,769,217,129,-143,1569,1579,0.35,0,0,37.6,47.562,47.5,6407,19.48,51.3,0
1783525969.7977269,743,30,person,0,721,128,811,292,0.592,766,210,126,-150,1573,1569,0.35,0,0,37.6,47.562,47.5,6407,19.17,52.2,0
1783525969.8471687,744,30,person,0,714,126,803,289,0.482,758,207,118,-153,1560,1566,0.35,0,0,37.6,47.562,47.5,6407,19.33,51.7,0
1783525969.89623,745,30,person,0,707,124,795,285,0.477,751,204,111,-156,1558,1567,0.35,0,0,37.6,47.562,47.5,6407,19.18,52.1,0
1783525969.9392889,746,30,person,0,699,122,787,283,0.529,743,202,103,-158,1549,1567,0.35,0,0,37.6,47.562,47.5,6407,19.41,51.5,0
1783525969.9897263,747,30,person,0,691,119,779,281,0.571,735,200,95,-160,1547,1567,0.35,0,0,37.6,47.468,47.531,6407,19.51,51.2,0
1783525970.0395908,748,30,person,0,686,118,773,281,0.601,729,199,89,-161,1546,1567,0.35,0,0,37.6,47.468,47.531,6407,19.1,52.4,0
1783525970.0888865,749,30,person,0,680,116,767,281,0.658,723,198,83,-162,1543,1567,0.35,0,0,37.6,47.468,47.531,6407,19.48,51.3,0
1783525970.1427686,750,30,person,0,678,117,764,281,0.693,721,199,81,-161,1548,1565,0.35,0,0,37.6,47.468,47.531,6407,24.19,41.3,0
1783525970.1913254,751,30,person,0,674,116,760,282,0.769,717,199,77,-161,1542,1566,0.35,0,0,37.6,47.468,47.531,6407,19.54,51.2,0
1783525970.2398846,752,30,person,0,672,115,756,281,0.738,714,198,74,-162,1542,1567,0.35,0,0,37.6,47.468,47.531,6407,19.34,51.7,0
1783525970.2887897,753,30,person,0,672,115,755,281,0.749,713,198,73,-162,1545,1566,0.35,0,0,37.6,47.468,47.531,6407,19.53,51.2,0
1783525970.3366883,754,30,person,0,671,117,752,281,0.761,711,199,71,-161,1542,1565,0.35,0,0,37.6,47.468,47.531,6407,19.09,52.4,0
1783525970.3845084,755,30,person,0,670,115,749,282,0.75,709,198,69,-162,1541,1567,0.35,0,0,37.6,47.468,47.531,6407,19.09,52.4,0
1783525970.4334633,756,30,person,0,670,114,748,282,0.755,709,198,69,-162,1544,1566,0.35,0,0,37.6,47.468,47.531,6407,19.06,52.5,0
1783525970.4813194,757,30,person,0,667,113,746,285,0.695,706,199,66,-161,1537,1565,0.35,0,0,37.6,47.468,47.718,6407,19.33,51.7,0
1783525970.5242102,758,30,person,0,666,111,744,285,0.714,705,198,65,-162,1540,1567,0.35,0,0,37.6,47.468,47.718,6407,19.42,51.5,0
1783525970.575135,759,30,person,0,666,111,743,286,0.764,704,198,64,-162,1539,1566,0.35,0,0,37.6,47.468,47.718,6407,19.56,51.1,0
1783525970.626273,760,30,person,0,665,110,743,286,0.809,704,198,64,-162,1541,1566,0.35,0,0,37.6,47.468,47.718,6407,19.36,51.7,0
1783525970.6756446,761,30,person,0,662,108,740,284,0.814,701,196,61,-164,1534,1569,0.35,0,0,37.6,47.468,47.718,6407,19.11,52.3,0
1783525970.725578,762,30,person,0,660,109,737,283,0.83,698,196,58,-164,1532,1567,0.35,0,0,37.6,47.468,47.718,6407,19.4,51.5,0
1783525970.7747924,763,30,person,0,657,108,734,284,0.814,695,196,55,-164,1531,1567,0.35,0,0,37.6,47.468,47.718,6407,19.27,51.9,0
1783525970.8246496,764,30,person,0,654,107,732,284,0.823,693,195,53,-165,1531,1569,0.35,0,0,37.6,47.468,47.718,6407,19.5,51.3,0
1783525970.8740156,765,30,person,0,651,107,729,285,0.811,690,196,50,-164,1528,1566,0.35,0,0,37.6,47.468,47.718,6407,19.35,51.7,0
1783525970.923684,766,30,person,0,649,107,728,287,0.807,688,197,48,-163,1528,1566,0.35,0,0,37.6,47.468,47.718,6407,19.35,51.7,0
1783525970.973364,767,30,person,0,648,106,727,289,0.807,687,197,47,-163,1529,1567,0.35,0,0,37.6,47.562,47.375,6367,19.33,51.7,0
1783525971.0226855,768,30,person,0,648,104,727,287,0.822,687,195,47,-165,1531,1570,0.35,0,0,37.6,47.562,47.375,6367,19.83,50.4,0
1783525971.071729,769,30,person,0,647,103,726,289,0.808,686,196,46,-164,1528,1566,0.35,0,0,37.6,47.562,47.375,6367,19.14,52.2,0
1783525971.1149614,770,30,person,0,646,100,727,289,0.777,686,194,46,-166,1530,1570,0.35,0,0,37.6,47.562,47.375,6367,19.35,51.7,0
1783525971.16541,771,30,person,0,647,98,727,288,0.796,687,193,47,-167,1532,1569,0.35,0,0,37.6,47.562,47.375,6367,19.44,51.4,0
1783525971.215315,772,30,person,0,646,97,726,287,0.821,686,192,46,-168,1528,1570,0.35,0,0,37.6,47.562,47.375,6367,19.5,51.3,0
1783525971.2640214,773,30,person,0,646,95,726,287,0.818,686,191,46,-169,1530,1570,0.35,0,0,37.6,47.562,47.375,6367,19.23,52.0,0
1783525971.312192,774,30,person,0,645,94,724,286,0.81,684,190,44,-170,1526,1571,0.35,0,0,37.6,47.562,47.375,6367,19.3,51.8,0
1783525971.3603039,775,30,person,0,643,92,723,286,0.806,683,189,43,-171,1527,1571,0.35,0,0,37.6,47.562,47.375,6367,19.24,52.0,0
1783525971.4081945,776,30,person,0,641,91,722,289,0.836,681,190,41,-170,1524,1568,0.35,0,0,37.6,47.562,47.375,6367,19.59,51.1,0
1783525971.4567316,777,30,person,0,639,90,721,290,0.84,680,190,40,-170,1435,1570,0.35,0,0,37.6,47.562,47.375,6367,19.49,51.3,0
1783525971.5046935,778,30,person,0,637,90,719,290,0.862,678,190,38,-170,1503,1570,0.35,0,0,37.6,47.968,47.687,6367,19.04,52.5,0
1783525971.5525203,779,30,person,0,634,89,717,291,0.837,675,190,35,-170,1503,1570,0.35,0,0,37.6,47.968,47.687,6367,19.16,52.2,0
1783525971.6063423,780,30,person,0,632,88,714,290,0.829,673,189,33,-171,1503,1571,0.35,0,0,37.6,47.968,47.687,6367,24.33,41.1,0
1783525971.654324,781,30,person,0,628,86,711,290,0.822,669,188,29,-172,1503,1571,0.35,0,0,37.6,47.968,47.687,6367,19.55,51.1,0
1783525971.6971302,782,30,person,0,626,85,709,291,0.845,667,188,27,-172,1503,1570,0.35,0,0,37.6,47.968,47.687,6367,19.14,52.2,0
1783525971.748666,783,30,person,0,622,81,707,292,0.847,664,186,24,-174,1503,1573,0.35,0,0,37.6,47.968,47.687,6367,20.87,47.9,0
1783525971.7979443,784,30,person,0,620,79,705,291,0.844,662,185,22,-175,1503,1573,0.35,0,0,37.6,47.968,47.687,6367,19.31,51.8,0
